__run_id,__done,algorithm,arena,map_resolution,linear_update,angular_update,repetition,avg_cpu,avg_mem,energy,rosbag_msg_size,mean_of_known_cells,amount_of_known_cells,amount_above_mean,proportion_occupied,enclosed_area_count,corner_count
run_145,DONE,hector,point_to_point,0.05,0.2,0.0174,2,30.78529933686469,780987528.9681529,809405.8263615363,3263456,50.351187189398125,3622,718,19.823302043070125,16,73
run_146,DONE,gmapping,circular,0.1,1.0,0.0174,2,41.15752351822929,658211065.5706488,971458.6177349462,3996536,74.10823529411765,850,248,29.176470588235293,5,50
run_147,DONE,cartographer,circular,0.05,1.0,0.0174,2,43.91495701864168,695685557.0839827,956793.5038633413,5850776,53.94907908992416,3692,1196,32.3943661971831,3,46
run_148,DONE,cartographer,point_to_point,0.1,0.2,0.0174,2,43.23179469621476,691511365.5103568,826054.7314159181,5070104,72.29280155642023,1028,381,37.06225680933852,1,27
run_149,DONE,hector,point_to_point,0.1,1.0,0.9,2,30.53087414461534,781440624.5416878,804661.6371959228,3266272,64.43488108720271,883,224,25.36806342015855,1,36
run_150,DONE,hector,circular,0.1,0.2,0.9,2,28.121847293728408,787362029.357016,933742.7577769349,3745904,62.08888888888889,810,198,24.444444444444443,4,41
run_151,DONE,cartographer,point_to_point,0.05,0.2,0.9,3,42.85832326787649,690335217.5612677,824460.9193050361,5089976,110.85460789925587,3494,791,22.638809387521466,2,49
run_152,DONE,cartographer,point_to_point,0.05,0.2,0.0174,2,41.19346010714725,691138425.0344484,827591.1363255264,5082288,50.50180878552972,3870,1096,28.320413436692505,1,39
run_153,DONE,cartographer,point_to_point,0.1,0.2,0.9,2,41.808562508953024,689246329.6734897,827995.9782510903,5089912,117.882096069869,916,267,29.148471615720524,1,38
run_154,DONE,cartographer,point_to_point,0.1,0.2,0.9,3,42.81114758208107,689347638.5143714,824134.9388292835,5103504,117.89543937708565,899,234,26.028921023359285,1,40
run_155,DONE,gmapping,circular,0.05,0.2,0.9,3,32.165452559683764,671130493.3439294,943682.5558126969,3814456,45.45431632010082,3174,568,17.895400126023944,22,72
run_156,DONE,cartographer,circular,0.05,1.0,0.9,4,43.547965689242154,689882533.1255411,957452.9609143784,5885680,118.19759506012349,3077,710,23.074423139421516,4,78
run_157,DONE,karto,circular,0.05,1.0,0.0174,3,28.514778627734817,658556919.3394169,933544.6102055759,3748792,48.27223113964687,3115,592,19.004815409309792,8,36
run_158,DONE,cartographer,point_to_point,0.05,0.2,0.0174,3,44.29612910807073,690848696.3916084,825742.5401614916,5072024,52.84108729743858,3826,1128,29.482488238369054,1,34
run_159,DONE,cartographer,point_to_point,0.05,1.0,0.0174,4,43.671781752399816,691715898.762475,827639.2547593815,5061520,49.46633481791983,3817,1069,28.006287660466334,1,30
run_160,DONE,hector,circular,0.05,1.0,0.9,4,28.68062572074336,785765802.7620113,928382.241161846,3772744,40.66357308584687,3017,483,16.009280742459396,12,72
run_161,DONE,karto,point_to_point,0.1,0.2,0.0174,3,30.25739197879239,654906655.5066968,809610.1860334147,3247760,74.07181719260065,919,268,29.16213275299238,1,58
